"phibase_id","uniprot_a","ensembl_a","taxid_species_a","organism_a","taxid_strain_a","strain_a","uniprot_matches_a","modification_a","uniprot_b","ensembl_b","taxid_species_b","organism_b","taxid_strain_b","strain_b","uniprot_matches_b","modification_b","phenotype","disease","host_tissue","evidence_code","interaction_type","pmid","high_level_terms"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Kitaake","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Sadu-cho","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Sadu-cho","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Sadu-cho","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Sadu-cho","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Sadu-cho","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Sadu-cho","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Minghui 63","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Minghui 63","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Minghui 63","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Minghui 63","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Minghui 63","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Minghui 63","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. SHZ2","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. SHZ2","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. SHZ2","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. SHZ2","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. SHZ2","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. SHZ2","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. IR64-21","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. IR64-21","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. IR64-21","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. IR64-21","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. IR64-21","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. IR64-21","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Swarna","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Swarna","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Swarna","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Swarna","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Swarna","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Swarna","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Pokkali","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Pokkali","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Pokkali","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Pokkali","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Pokkali","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Pokkali","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"Ashwina landrace","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"Ashwina landrace","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"Ashwina landrace","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"Ashwina landrace","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"Ashwina landrace","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"Ashwina landrace","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Zhenshan 97B","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Zhenshan 97B","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Zhenshan 97B","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Zhenshan 97B","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Zhenshan 97B","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Zhenshan 97B","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. N 22","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. N 22","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. N 22","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. N 22","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. N 22","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. N 22","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Dular","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2718","B2SU53",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Dular","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2719","G1FM79",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"cv. Dular","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2720","G7T9N6",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Dular","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2721","G7TK09",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Dular","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2722","G7TJZ8",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","none",,,,4530,"Oryza sativa",,"cv. Dular","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
"PHI:2717","Q9FDG1",,347,"Xanthomonas oryzae",64187,"pv. oryzae strain X11-5A","strain",,,,4530,"Oryza sativa",,"rayada group","none",,"PHIPO:0000280","PHIDO:0000028","BTO:0000713","functional test in host: transient expression","interspecies interaction",23078195,"Effector"
